"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",114,131,49,28,2553,0,0,0,0,400,300,120000,99071,0,4526,1007,82.5591666666667
"2",341,210,103,59,11089,0,0,0,0,400,300,120000,99071,0,4526,1007,82.5591666666667
"3",315,80,149,86,23485,540,340,0,0,400,300,120000,99071,0,4526,1007,82.5591666666667
"4",46,139,47,27,2369,0,0,0,0,400,300,120000,99071,0,4526,1007,82.5591666666667
"5",53,40,72,41,5401,0,34,0,0,400,300,120000,99071,0,4526,1007,82.5591666666667
"6",153,148,35,20,1313,104,0,0,0,400,300,120000,99071,0,4526,1007,82.5591666666667
"7",75,98,46,26,2209,207,0,0,0,400,300,120000,99071,0,4526,1007,82.5591666666667
"8",149,57,99,57,10365,84,15,0,0,400,300,120000,99071,0,4526,1007,82.5591666666667
"9",32,99,40,23,1733,312,0,0,0,400,300,120000,99071,0,4526,1007,82.5591666666667
"10",202,129,73,42,5653,663,0,0,0,400,300,120000,99071,0,4526,1007,82.5591666666667
"11",229,235,123,71,16029,780,232,0,0,400,300,120000,99071,0,4526,1007,82.5591666666667
"12",88,224,146,84,22405,1836,386,0,0,400,300,120000,99071,0,4526,1007,82.5591666666667
