"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",333,58,151,87,24033,0,4256,0,0,400,300,120000,119959,0,38346,33414,99.9658333333333
"2",47,77,151,87,24033,0,4912,0,0,400,300,120000,119959,0,38346,33414,99.9658333333333
"3",182,259,151,87,24033,0,5036,0,0,400,300,120000,119959,0,38346,33414,99.9658333333333
"4",322,158,151,87,24033,7496,469,0,0,400,300,120000,119959,0,38346,33414,99.9658333333333
"5",181,132,151,87,24033,8226,0,0,0,400,300,120000,119959,0,38346,33414,99.9658333333333
"6",51,227,151,87,24033,5094,4599,0,0,400,300,120000,119959,0,38346,33414,99.9658333333333
"7",180,17,151,87,24033,7855,9143,0,0,400,300,120000,119959,0,38346,33414,99.9658333333333
"8",331,250,151,87,24033,10220,4999,0,0,400,300,120000,119959,0,38346,33414,99.9658333333333
