"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",272,13,127,73,16953,0,6647,0,0,400,300,120000,120000,0,44771,50237,100
"2",168,72,148,85,22941,2751,890,0,0,400,300,120000,120000,0,44771,50237,100
"3",364,229,139,80,20321,0,4941,0,0,400,300,120000,120000,0,44771,50237,100
"4",29,254,148,85,22941,0,9719,0,0,400,300,120000,120000,0,44771,50237,100
"5",61,58,148,85,22941,5805,4516,0,0,400,300,120000,120000,0,44771,50237,100
"6",265,148,132,76,18341,5079,0,0,0,400,300,120000,120000,0,44771,50237,100
"7",244,297,151,87,24033,2528,11404,0,0,400,300,120000,120000,0,44771,50237,100
"8",374,78,149,86,23485,5638,7666,0,0,400,300,120000,120000,0,44771,50237,100
"9",151,234,149,86,23485,10358,1510,0,0,400,300,120000,120000,0,44771,50237,100
"10",53,166,146,84,22405,15450,2944,0,0,400,300,120000,120000,0,44771,50237,100
