"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",73,9,58,33,3513,0,1193,0,0,400,300,120000,103098,0,4856,5648,85.915
"2",84,223,146,84,22405,0,336,0,0,400,300,120000,103098,0,4856,5648,85.915
"3",348,193,89,51,8317,0,0,0,0,400,300,120000,103098,0,4856,5648,85.915
"4",340,85,143,82,21369,1328,1692,0,0,400,300,120000,103098,0,4856,5648,85.915
"5",247,218,149,86,23485,2474,140,0,0,400,300,120000,103098,0,4856,5648,85.915
"6",5,110,18,10,349,0,82,0,0,400,300,120000,103098,0,4856,5648,85.915
"7",17,34,44,25,2025,0,237,0,0,400,300,120000,103098,0,4856,5648,85.915
"8",173,63,149,86,23485,164,1968,0,0,400,300,120000,103098,0,4856,5648,85.915
"9",55,94,87,50,8005,859,0,0,0,400,300,120000,103098,0,4856,5648,85.915
"10",278,15,25,14,657,39,0,0,0,400,300,120000,103098,0,4856,5648,85.915
