"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",248,7,110,63,12637,0,5493,0,0,400,300,120000,117641,0,26804,35920,98.0341666666667
"2",128,83,151,87,24033,294,197,0,0,400,300,120000,117641,0,26804,35920,98.0341666666667
"3",30,263,148,85,22941,0,10526,0,0,400,300,120000,117641,0,26804,35920,98.0341666666667
"4",337,223,151,87,24033,0,2530,0,0,400,300,120000,117641,0,26804,35920,98.0341666666667
"5",383,81,143,82,21369,1136,7867,0,0,400,300,120000,117641,0,26804,35920,98.0341666666667
"6",18,76,87,50,8005,1494,2269,0,0,400,300,120000,117641,0,26804,35920,98.0341666666667
"7",191,240,151,87,24033,2383,2351,0,0,400,300,120000,117641,0,26804,35920,98.0341666666667
"8",28,9,75,43,5941,1244,2744,0,0,400,300,120000,117641,0,26804,35920,98.0341666666667
"9",237,104,136,78,19341,9854,0,0,0,400,300,120000,117641,0,26804,35920,98.0341666666667
"10",52,187,132,76,18341,10708,1943,0,0,400,300,120000,117641,0,26804,35920,98.0341666666667
