"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",314,218,151,87,24033,0,216,0,0,400,300,120000,91325,0,1872,2935,76.1041666666667
"2",245,73,151,87,24033,668,997,0,0,400,300,120000,91325,0,1872,2935,76.1041666666667
"3",138,218,151,87,24033,0,197,0,0,400,300,120000,91325,0,1872,2935,76.1041666666667
"4",75,76,151,87,24033,1204,1525,0,0,400,300,120000,91325,0,1872,2935,76.1041666666667
