"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",75,18,70,40,5145,0,1201,0,0,400,300,120000,118191,0,27494,28069,98.4925
"2",178,258,151,87,24033,0,4883,0,0,400,300,120000,118191,0,27494,28069,98.4925
"3",190,37,146,84,22405,237,5232,0,0,400,300,120000,118191,0,27494,28069,98.4925
"4",40,229,151,87,24033,2392,6405,0,0,400,300,120000,118191,0,27494,28069,98.4925
"5",6,7,7,4,61,0,0,0,0,400,300,120000,118191,0,27494,28069,98.4925
"6",33,86,141,81,20841,3974,5269,0,0,400,300,120000,118191,0,27494,28069,98.4925
"7",343,80,149,86,23485,511,2912,0,0,400,300,120000,118191,0,27494,28069,98.4925
"8",324,235,149,86,23485,2472,2167,0,0,400,300,120000,118191,0,27494,28069,98.4925
"9",102,144,106,61,11865,7052,0,0,0,400,300,120000,118191,0,27494,28069,98.4925
"10",216,132,136,78,19341,11796,0,0,0,400,300,120000,118191,0,27494,28069,98.4925
