"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",68,217,148,85,22941,0,1336,0,0,400,300,120000,102229,0,5681,2780,85.1908333333333
"2",168,273,65,37,4405,223,348,0,0,400,300,120000,102229,0,5681,2780,85.1908333333333
"3",328,66,132,76,18341,0,717,0,0,400,300,120000,102229,0,5681,2780,85.1908333333333
"4",30,37,40,23,1733,0,0,0,0,400,300,120000,102229,0,5681,2780,85.1908333333333
"5",11,13,14,8,221,6,0,0,0,400,300,120000,102229,0,5681,2780,85.1908333333333
"6",208,178,120,69,15161,417,0,0,0,400,300,120000,102229,0,5681,2780,85.1908333333333
"7",43,99,85,49,7685,782,241,0,0,400,300,120000,102229,0,5681,2780,85.1908333333333
"8",317,219,146,84,22405,2817,110,0,0,400,300,120000,102229,0,5681,2780,85.1908333333333
"9",199,58,101,58,10733,376,15,0,0,400,300,120000,102229,0,5681,2780,85.1908333333333
"10",113,47,82,47,7065,1060,13,0,0,400,300,120000,102229,0,5681,2780,85.1908333333333
