"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",187,242,151,87,24033,0,2607,0,0,400,300,120000,119416,0,29248,27674,99.5133333333333
"2",29,100,120,69,15161,0,3733,0,0,400,300,120000,119416,0,29248,27674,99.5133333333333
"3",136,129,92,53,8985,1173,0,0,0,400,300,120000,119416,0,29248,27674,99.5133333333333
"4",58,230,148,85,22941,4959,3429,0,0,400,300,120000,119416,0,29248,27674,99.5133333333333
"5",52,18,91,52,8645,2180,2534,0,0,400,300,120000,119416,0,29248,27674,99.5133333333333
"6",352,110,139,80,20321,0,2860,0,0,400,300,120000,119416,0,29248,27674,99.5133333333333
"7",237,135,101,58,10733,2974,0,0,0,400,300,120000,119416,0,29248,27674,99.5133333333333
"8",311,25,151,87,24033,7533,7783,0,0,400,300,120000,119416,0,29248,27674,99.5133333333333
"9",163,54,134,77,18853,6143,1854,0,0,400,300,120000,119416,0,29248,27674,99.5133333333333
"10",328,240,148,85,22941,4594,2874,0,0,400,300,120000,119416,0,29248,27674,99.5133333333333
