"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",252,221,151,87,24033,0,394,0,0,400,300,120000,91770,0,2282,2080,76.475
"2",149,80,151,87,24033,0,394,0,0,400,300,120000,91770,0,2282,2080,76.475
"3",320,81,151,87,24033,1141,646,0,0,400,300,120000,91770,0,2282,2080,76.475
"4",81,220,151,87,24033,1141,646,0,0,400,300,120000,91770,0,2282,2080,76.475
