"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",94,56,115,66,13865,0,545,0,0,400,300,120000,107351,0,1880,2921,89.4591666666667
"2",74,129,25,14,657,74,0,0,0,400,300,120000,107351,0,1880,2921,89.4591666666667
"3",271,150,94,54,9313,0,0,0,0,400,300,120000,107351,0,1880,2921,89.4591666666667
"4",75,225,141,81,20841,0,555,0,0,400,300,120000,107351,0,1880,2921,89.4591666666667
"5",221,53,104,60,11497,138,328,0,0,400,300,120000,107351,0,1880,2921,89.4591666666667
"6",27,124,58,33,3513,130,193,0,0,400,300,120000,107351,0,1880,2921,89.4591666666667
"7",341,59,111,64,13037,191,381,0,0,400,300,120000,107351,0,1880,2921,89.4591666666667
"8",104,134,26,15,749,51,0,0,0,400,300,120000,107351,0,1880,2921,89.4591666666667
"9",364,153,68,39,4889,188,61,0,0,400,300,120000,107351,0,1880,2921,89.4591666666667
"10",211,244,110,63,12637,393,271,0,0,400,300,120000,107351,0,1880,2921,89.4591666666667
"11",168,142,85,49,7685,383,0,0,0,400,300,120000,107351,0,1880,2921,89.4591666666667
"12",337,246,113,65,13469,332,587,0,0,400,300,120000,107351,0,1880,2921,89.4591666666667
