"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",248,222,151,87,24033,0,469,0,0,400,300,120000,90887,0,1736,1881,75.7391666666667
"2",79,223,146,84,22405,69,569,0,0,400,300,120000,90887,0,1736,1881,75.7391666666667
"3",318,81,151,87,24033,898,520,0,0,400,300,120000,90887,0,1736,1881,75.7391666666667
"4",145,81,151,87,24033,769,323,0,0,400,300,120000,90887,0,1736,1881,75.7391666666667
