"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",220,135,113,65,13469,0,0,0,0,400,300,120000,100468,0,3059,2137,83.7233333333333
"2",357,173,84,48,7377,0,143,0,0,400,300,120000,100468,0,3059,2137,83.7233333333333
"3",288,242,117,67,14313,928,411,0,0,400,300,120000,100468,0,3059,2137,83.7233333333333
"4",161,240,111,64,13037,427,118,0,0,400,300,120000,100468,0,3059,2137,83.7233333333333
"5",187,39,75,43,5941,195,137,0,0,400,300,120000,100468,0,3059,2137,83.7233333333333
"6",53,241,103,59,11089,653,263,0,0,400,300,120000,100468,0,3059,2137,83.7233333333333
"7",77,94,149,86,23485,250,546,0,0,400,300,120000,100468,0,3059,2137,83.7233333333333
"8",328,64,127,73,16953,606,519,0,0,400,300,120000,100468,0,3059,2137,83.7233333333333
