"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",257,170,117,67,14313,0,0,0,0,400,300,120000,101379,0,4028,4113,84.4825
"2",353,225,115,66,13865,1192,1211,0,0,400,300,120000,101379,0,4028,4113,84.4825
"3",340,72,129,74,17417,544,911,0,0,400,300,120000,101379,0,4028,4113,84.4825
"4",170,242,101,58,10733,483,0,0,0,400,300,120000,101379,0,4028,4113,84.4825
"5",29,82,68,39,4889,0,411,0,0,400,300,120000,101379,0,4028,4113,84.4825
"6",135,28,70,40,5145,0,533,0,0,400,300,120000,101379,0,4028,4113,84.4825
"7",224,50,96,55,9657,509,202,0,0,400,300,120000,101379,0,4028,4113,84.4825
"8",79,52,30,17,957,0,0,0,0,400,300,120000,101379,0,4028,4113,84.4825
"9",53,237,113,65,13469,190,737,0,0,400,300,120000,101379,0,4028,4113,84.4825
"10",73,20,35,20,1313,72,9,0,0,400,300,120000,101379,0,4028,4113,84.4825
"11",29,19,40,23,1733,0,99,0,0,400,300,120000,101379,0,4028,4113,84.4825
"12",123,133,123,71,16029,1038,0,0,0,400,300,120000,101379,0,4028,4113,84.4825
