"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",223,121,132,76,18341,0,0,0,0,400,300,120000,119107,0,24623,27082,99.2558333333333
"2",337,227,151,87,24033,272,2882,0,0,400,300,120000,119107,0,24623,27082,99.2558333333333
"3",342,75,151,87,24033,3882,3414,0,0,400,300,120000,119107,0,24623,27082,99.2558333333333
"4",100,18,65,37,4405,0,938,0,0,400,300,120000,119107,0,24623,27082,99.2558333333333
"5",31,17,66,38,4645,152,1331,0,0,400,300,120000,119107,0,24623,27082,99.2558333333333
"6",199,250,149,86,23485,4473,3532,0,0,400,300,120000,119107,0,24623,27082,99.2558333333333
"7",111,109,143,82,21369,4959,0,0,0,400,300,120000,119107,0,24623,27082,99.2558333333333
"8",12,103,99,57,10365,2900,3868,0,0,400,300,120000,119107,0,24623,27082,99.2558333333333
"9",61,238,149,86,23485,4446,4180,0,0,400,300,120000,119107,0,24623,27082,99.2558333333333
"10",206,11,127,73,16953,3841,6937,0,0,400,300,120000,119107,0,24623,27082,99.2558333333333
