"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",36,156,115,66,13865,0,2447,0,0,400,300,120000,119975,0,35901,34331,99.9791666666667
"2",67,50,143,82,21369,2615,4101,0,0,400,300,120000,119975,0,35901,34331,99.9791666666667
"3",151,128,115,66,13865,2688,0,0,0,400,300,120000,119975,0,35901,34331,99.9791666666667
"4",216,16,144,83,21869,1597,8358,0,0,400,300,120000,119975,0,35901,34331,99.9791666666667
"5",361,228,149,86,23485,0,6032,0,0,400,300,120000,119975,0,35901,34331,99.9791666666667
"6",63,255,136,78,19341,2960,3984,0,0,400,300,120000,119975,0,35901,34331,99.9791666666667
"7",248,269,125,72,16493,2740,3827,0,0,400,300,120000,119975,0,35901,34331,99.9791666666667
"8",351,75,151,87,24033,2529,4649,0,0,400,300,120000,119975,0,35901,34331,99.9791666666667
"9",238,151,132,76,18341,9530,0,0,0,400,300,120000,119975,0,35901,34331,99.9791666666667
"10",140,238,134,77,18853,12549,933,0,0,400,300,120000,119975,0,35901,34331,99.9791666666667
