"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",264,66,136,78,19341,0,765,0,0,400,300,120000,120000,0,52778,30008,100
"2",62,245,146,84,22405,0,4379,0,0,400,300,120000,120000,0,52778,30008,100
"3",333,261,136,78,19341,0,4338,0,0,400,300,120000,120000,0,52778,30008,100
"4",347,173,134,77,18853,7053,1854,0,0,400,300,120000,120000,0,52778,30008,100
"5",219,165,125,72,16493,4115,0,0,0,400,300,120000,120000,0,52778,30008,100
"6",83,166,146,84,22405,10259,50,0,0,400,300,120000,120000,0,52778,30008,100
"7",159,47,136,78,19341,5761,2822,0,0,400,300,120000,120000,0,52778,30008,100
"8",359,53,136,78,19341,7286,5439,0,0,400,300,120000,120000,0,52778,30008,100
"9",201,258,151,87,24033,10739,4883,0,0,400,300,120000,120000,0,52778,30008,100
"10",45,71,149,86,23485,9817,5478,0,0,400,300,120000,120000,0,52778,30008,100
