"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",340,294,127,73,16953,0,7974,0,0,400,300,120000,119905,0,57449,46547,99.9208333333333
"2",18,133,151,87,24033,0,8972,0,0,400,300,120000,119905,0,57449,46547,99.9208333333333
"3",365,167,144,83,21869,1653,5190,0,0,400,300,120000,119905,0,57449,46547,99.9208333333333
"4",216,34,143,82,21369,0,5313,0,0,400,300,120000,119905,0,57449,46547,99.9208333333333
"5",314,67,151,87,24033,11208,1650,0,0,400,300,120000,119905,0,57449,46547,99.9208333333333
"6",136,265,122,70,15597,0,3013,0,0,400,300,120000,119905,0,57449,46547,99.9208333333333
"7",168,141,146,84,22405,6962,0,0,0,400,300,120000,119905,0,57449,46547,99.9208333333333
"8",324,139,129,74,17417,16001,0,1,0,400,300,120000,119905,0,57449,46547,99.9208333333333
"9",76,32,146,84,22405,7574,6455,0,0,400,300,120000,119905,0,57449,46547,99.9208333333333
"10",243,234,127,73,16953,8042,295,0,0,400,300,120000,119905,0,57449,46547,99.9208333333333
"11",72,265,149,86,23485,10164,6717,0,0,400,300,120000,119905,0,57449,46547,99.9208333333333
"12",378,28,65,37,4405,2868,968,0,0,400,300,120000,119905,0,57449,46547,99.9208333333333
