"","x","y","height","r","area","overlap","overflow","forwardOverlap","backwardOverlap","regionX","regionY","regionArea","regionCoveredArea","regionCıııoveredPercentage","regionOverlap","regionOverflow","regionCoveredPercentage"
"1",362,34,72,41,5401,0,329,0,0,400,300,120000,107437,0,2500,2651,89.5308333333333
"2",188,223,146,84,22405,0,317,0,0,400,300,120000,107437,0,2500,2651,89.5308333333333
"3",148,30,65,37,4405,0,252,0,0,400,300,120000,107437,0,2500,2651,89.5308333333333
"4",277,36,75,43,5941,0,274,0,0,400,300,120000,107437,0,2500,2651,89.5308333333333
"5",380,225,46,26,2209,0,138,0,0,400,300,120000,107437,0,2500,2651,89.5308333333333
"6",31,25,54,31,3117,0,200,0,0,400,300,120000,107437,0,2500,2651,89.5308333333333
"7",54,244,103,59,11089,267,285,0,0,400,300,120000,107437,0,2500,2651,89.5308333333333
"8",210,21,44,25,2025,3,101,0,0,400,300,120000,107437,0,2500,2651,89.5308333333333
"9",204,94,89,51,8317,294,0,0,0,400,300,120000,107437,0,2500,2651,89.5308333333333
"10",76,113,137,79,19837,938,134,0,0,400,300,120000,107437,0,2500,2651,89.5308333333333
"11",315,262,87,50,8005,55,534,0,0,400,300,120000,107437,0,2500,2651,89.5308333333333
"12",324,139,137,79,19837,943,87,0,0,400,300,120000,107437,0,2500,2651,89.5308333333333
